City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
382,Adrar,MR,2021-11-02 01:41:45,20.5022,-10.0711,79.5,17,65,9.86
383,Port Hueneme,US,2021-11-02 01:41:45,34.1478,-119.1951,65.46,85,1,6.91
384,Urubicha,BO,2021-11-02 01:41:45,-15.3833,-62.95,75.15,74,58,3.27
385,Anloga,GH,2021-11-02 01:41:46,5.7947,0.8973,82.62,83,100,11.07
386,Villa Maria,AR,2021-11-02 01:41:46,-32.4075,-63.2402,59.0,95,100,7.43
387,Lichuan,CN,2021-11-02 01:41:46,30.3,108.85,50.32,90,100,1.57
388,Bambari,CF,2021-11-02 01:41:46,5.768,20.6757,70.11,94,98,3.6
389,Lasa,IT,2021-11-02 01:41:47,46.6166,10.7002,43.68,96,100,5.84
390,Mporokoso,ZM,2021-11-02 01:41:47,-9.3727,30.125,62.17,91,94,2.04
391,Malanje,AO,2021-11-02 01:41:47,-9.5402,16.341,63.43,97,100,4.97
392,Paraiso,CR,2021-11-02 01:41:48,9.8383,-83.8656,65.26,88,100,2.8
393,Palmer,US,2021-11-02 01:41:48,42.1584,-72.3287,45.18,82,75,0.0
394,Niamtougou,TG,2021-11-02 01:41:48,9.7681,1.1053,73.13,64,26,2.35
395,Dongsheng,CN,2021-11-02 01:41:49,39.8161,109.9776,42.82,46,0,14.29
396,Oktyabrskiy,RU,2021-11-02 01:41:49,54.4815,53.471,38.25,94,100,3.29
397,Sakakah,SA,2021-11-02 01:41:49,29.9697,40.2064,71.17,34,17,7.25
398,Sohag,EG,2021-11-02 01:41:50,26.557,31.6948,66.49,35,0,7.31
399,Saint-Pierre,RE,2021-11-02 01:41:50,-21.3393,55.4781,71.24,67,0,4.61
400,Baghdad,IQ,2021-11-02 01:41:50,33.3406,44.4009,73.31,53,20,6.91
401,Haines Junction,CA,2021-11-02 01:41:50,60.7522,-137.5108,33.75,60,31,0.0
402,Ozernovskiy,RU,2021-11-02 01:41:51,51.5,156.5167,33.13,74,100,9.8
403,Qasigiannguit,GL,2021-11-02 01:41:51,68.8193,-51.1922,32.25,98,100,4.5
404,Pafos,CY,2021-11-02 01:41:51,34.7667,32.4167,71.51,83,75,19.57
405,Curup,ID,2021-11-02 01:41:52,-3.4667,102.5333,74.41,86,100,3.02
406,Lincoln,US,2021-11-02 01:36:54,40.8,-96.667,42.24,84,90,1.01
407,Matagami,CA,2021-11-02 01:41:52,49.7502,-77.6328,32.11,100,90,14.97
408,Ikongo,MG,2021-11-02 01:41:52,-21.8833,47.4333,66.33,94,33,3.04
409,Redlands,US,2021-11-02 01:41:52,34.0556,-117.1825,69.37,72,20,5.75
410,Torbay,CA,2021-11-02 01:41:53,47.6666,-52.7314,53.76,98,75,14.97
411,Rawatsar,IN,2021-11-02 01:42:53,29.2833,74.3833,70.68,35,0,8.86
412,Miles City,US,2021-11-02 01:42:53,46.4083,-105.8406,36.57,41,1,0.0
413,Itupiranga,BR,2021-11-02 01:42:54,-5.1347,-49.3267,75.43,90,100,2.71
414,Conceicao Da Barra,BR,2021-11-02 01:42:54,-18.5933,-39.7322,73.33,93,99,10.31
415,Sabang,ID,2021-11-02 01:42:54,5.8933,95.3214,81.21,75,100,4.07
416,Camacha,PT,2021-11-02 01:42:55,33.0833,-16.3333,67.42,83,20,5.75
417,Okha,RU,2021-11-02 01:42:55,53.5739,142.9478,35.8,60,98,8.1
418,Lamu,KE,2021-11-02 01:42:55,-2.2717,40.902,79.02,85,94,10.36
419,Machali,CL,2021-11-02 01:42:55,-34.1833,-70.6667,62.31,61,100,2.77
420,Port Blair,IN,2021-11-02 01:42:56,11.6667,92.75,83.32,75,100,10.42
421,Pemba,MZ,2021-11-02 01:42:56,-12.974,40.5178,77.7,94,40,10.36
422,Taltal,CL,2021-11-02 01:42:56,-25.4,-70.4833,61.66,77,0,4.63
423,Nyurba,RU,2021-11-02 01:42:57,63.2842,118.3319,25.84,95,100,6.71
424,Ilo,PE,2021-11-02 01:42:57,-17.6394,-71.3375,64.69,83,51,5.55
425,Berlevag,NO,2021-11-02 01:42:57,70.8578,29.0864,41.43,90,100,32.5
426,Iguatemi,BR,2021-11-02 01:42:57,-23.6803,-54.5611,69.15,80,67,3.74
427,La Asuncion,VE,2021-11-02 01:42:58,11.0333,-63.8628,78.26,83,61,9.1
428,Marawi,PH,2021-11-02 01:42:58,7.9986,124.2928,72.64,89,99,4.03
429,Nome,US,2021-11-02 01:42:59,64.5011,-165.4064,28.47,86,90,25.32
430,Sao Felix Do Xingu,BR,2021-11-02 01:42:59,-6.6447,-51.995,72.54,99,100,0.63
431,Constitucion,CL,2021-11-02 01:42:59,-35.3333,-72.4167,50.97,83,22,7.67
432,Honningsvag,NO,2021-11-02 01:42:59,70.9821,25.9704,43.79,85,100,34.47
433,Drumheller,CA,2021-11-02 01:43:00,51.4617,-112.7101,33.13,59,0,11.5
434,Coihaique,CL,2021-11-02 01:43:00,-45.5752,-72.0662,53.55,54,0,2.3
435,Bonavista,CA,2021-11-02 01:43:01,48.6499,-53.1147,53.11,95,100,13.87
436,Alofi,NU,2021-11-02 01:43:01,-19.0595,-169.9187,82.29,61,75,13.8
437,Akdepe,TM,2021-11-02 01:43:01,42.0551,59.3788,33.89,48,80,9.13
438,Nara,JP,2021-11-02 01:40:14,34.6851,135.8049,67.32,51,19,5.95
439,Progreso,MX,2021-11-02 01:43:02,21.2833,-89.6667,76.86,72,19,11.54
440,Sinnamary,GF,2021-11-02 01:43:02,5.3833,-52.95,79.63,80,39,9.1
441,Lipin Bor,RU,2021-11-02 01:43:02,60.2622,37.9763,42.22,93,100,6.22
442,Masterton,NZ,2021-11-02 01:39:57,-40.9597,175.6575,72.97,57,48,9.24
443,Bria,CF,2021-11-02 01:43:03,6.5423,21.9863,68.99,98,99,3.0
444,Kuusamo,FI,2021-11-02 01:43:03,65.9667,29.1833,37.44,100,90,9.22
445,Petropavlovsk-Kamchatskiy,RU,2021-11-02 01:42:57,53.0452,158.6483,32.59,34,0,15.66
446,Bukachacha,RU,2021-11-02 01:43:03,52.9833,116.9167,29.73,93,100,2.19
447,Reconquista,AR,2021-11-02 01:43:04,-29.15,-59.65,68.68,93,26,9.22
448,Verkhnevilyuysk,RU,2021-11-02 01:43:04,63.4453,120.3167,27.81,91,100,7.67
449,Gizo,SB,2021-11-02 01:43:04,-8.103,156.8419,82.38,76,91,10.25
450,Kutum,SD,2021-11-02 01:43:05,14.2,24.6667,73.09,26,98,11.79
451,Nsoko,SZ,2021-11-02 01:43:05,-27.0333,31.95,65.79,96,17,1.74
452,Abu Zabad,SD,2021-11-02 01:43:05,12.35,29.25,85.08,25,100,7.29
453,Omsukchan,RU,2021-11-02 01:43:06,62.5333,155.8,-2.07,88,23,2.08
454,Porto Santo,PT,2021-11-02 01:43:06,33.072,-16.3415,70.18,83,20,5.75
455,Banda Aceh,ID,2021-11-02 01:43:06,5.5577,95.3222,81.82,74,100,1.95
456,Thinadhoo,MV,2021-11-02 01:43:06,0.5333,72.9333,83.46,74,69,17.18
457,Kupang,ID,2021-11-02 01:43:07,-10.1667,123.5833,90.18,55,20,8.05
458,Lokosovo,RU,2021-11-02 01:44:07,61.1333,74.8167,4.8,87,75,7.92
459,Caravelas,BR,2021-11-02 01:44:07,-17.7125,-39.2481,74.44,94,100,9.4
460,Sambava,MG,2021-11-02 01:44:08,-14.2667,50.1667,72.41,93,11,2.75
461,Aguimes,ES,2021-11-02 01:44:08,27.9054,-15.4461,66.0,73,40,11.5
462,Rumoi,JP,2021-11-02 01:44:08,43.9344,141.6428,49.51,74,100,11.32
463,College,US,2021-11-02 01:40:17,64.8569,-147.8028,32.58,79,90,1.01
464,Natchez,US,2021-11-02 01:44:09,31.5604,-91.4032,59.22,91,1,0.0
465,Vazante,BR,2021-11-02 01:44:09,-17.9869,-46.9078,70.43,85,67,1.68
466,Qaqortoq,GL,2021-11-02 01:44:09,60.7167,-46.0333,32.5,70,100,7.29
467,Auki,SB,2021-11-02 01:44:09,-8.7676,160.7034,83.26,77,66,5.06
468,Dinguiraye,GN,2021-11-02 01:44:10,11.3,-10.7167,72.43,78,23,2.48
469,Aksarka,RU,2021-11-02 01:44:10,66.5606,67.7975,15.76,81,97,13.35
470,San Ramon,US,2021-11-02 01:44:10,37.7799,-121.978,62.38,90,75,1.01
471,Hearst,CA,2021-11-02 01:44:11,49.6835,-83.6665,32.25,85,67,8.97
472,Tonj,SS,2021-11-02 01:44:11,7.2737,28.6822,73.13,81,100,4.97
473,Jiuquan,CN,2021-11-02 01:44:11,39.7432,98.5174,45.36,28,5,2.55
474,Saint-Francois,FR,2021-11-02 01:44:12,46.4154,3.9054,48.47,97,90,3.44
475,Coquimbo,CL,2021-11-02 01:44:12,-29.9533,-71.3436,58.73,77,90,6.91
476,Kasongo-Lunda,CD,2021-11-02 01:44:12,-6.4667,16.8167,69.24,99,100,1.03
477,Ketchikan,US,2021-11-02 01:44:12,55.3422,-131.6461,48.67,57,1,4.61
478,Port Hardy,CA,2021-11-02 01:44:13,50.6996,-127.4199,46.58,87,90,14.97
479,Araouane,ML,2021-11-02 01:44:13,18.9048,-3.5265,80.35,19,2,8.79
480,Thohoyandou,ZA,2021-11-02 01:44:13,-22.9456,30.485,69.91,43,0,2.55
481,Gonen,TR,2021-11-02 01:44:14,40.1049,27.654,57.02,55,0,3.85
482,Victoria,HK,2021-11-02 01:43:20,22.2855,114.1577,78.85,77,25,3.0
483,Galle,LK,2021-11-02 01:44:14,6.0367,80.217,80.01,83,84,4.9
484,Paamiut,GL,2021-11-02 01:44:14,61.994,-49.6678,36.54,68,100,13.53
485,Valentin Gomez Farias,MX,2021-11-02 01:44:15,28.2167,-106.5833,63.25,33,1,2.51
486,Vangaindrano,MG,2021-11-02 01:44:15,-23.35,47.6,71.65,95,73,2.91
487,Tarko-Sale,RU,2021-11-02 01:44:15,64.9225,77.785,-4.04,97,27,9.71
488,Morwell,AU,2021-11-02 01:44:16,-38.2333,146.4,79.34,27,3,2.82
489,San Pietro In Casale,IT,2021-11-02 01:44:16,44.6996,11.4022,55.09,90,54,8.3
490,Guerrero Negro,MX,2021-11-02 01:44:16,27.9769,-114.0611,65.41,83,94,12.44
491,Vostok,RU,2021-11-02 01:44:16,46.4856,135.8833,41.61,47,7,2.89
492,Tual,ID,2021-11-02 01:44:17,-5.6667,132.75,83.48,73,97,8.01
493,San Patricio,US,2021-11-02 01:44:17,28.017,-97.5169,76.84,69,0,7.94
494,Samarai,PG,2021-11-02 01:44:17,-10.6167,150.6667,83.57,73,88,14.36
495,Mangan,IN,2021-11-02 01:44:18,27.5167,88.5333,66.67,47,7,0.11
496,Unity,CA,2021-11-02 01:44:18,52.4501,-109.1682,26.92,48,10,8.5
497,Belaya Gora,RU,2021-11-02 01:44:18,68.5333,146.4167,1.83,96,100,6.89
498,Nuuk,GL,2021-11-02 01:44:18,64.1835,-51.7216,38.01,87,75,12.66
499,Krasnokholm,RU,2021-11-02 01:44:19,51.5979,54.1567,38.17,84,10,4.61
500,Necochea,AR,2021-11-02 01:44:19,-38.5473,-58.7368,52.03,90,100,6.67
501,Silver City,US,2021-11-02 01:44:19,32.7701,-108.2803,59.31,28,75,5.99
502,Bandarbeyla,SO,2021-11-02 01:44:20,9.4942,50.8122,76.3,75,8,9.71
503,Igarka,RU,2021-11-02 01:44:20,67.4667,86.5833,-8.27,98,99,10.07
504,Milkovo,RU,2021-11-02 01:44:20,54.7167,158.6167,25.63,59,17,4.72
505,Vao,NC,2021-11-02 01:44:20,-22.6667,167.4833,69.46,64,85,17.52
506,Prieska,ZA,2021-11-02 01:44:21,-29.6641,22.7474,52.27,45,2,8.61
507,Savelugu,GH,2021-11-02 01:45:21,9.6244,-0.8253,77.95,60,45,5.66
508,Kjopsvik,NO,2021-11-02 01:45:21,68.097,16.3742,51.67,90,100,9.64
509,Aleksandrov Gay,RU,2021-11-02 01:45:22,50.147,48.5704,43.03,75,15,4.23
510,Sorland,NO,2021-11-02 01:45:23,67.667,12.6934,47.46,85,93,18.39
511,Bilibino,RU,2021-11-02 01:45:23,68.0546,166.4372,-10.48,97,100,3.02
512,Vestmanna,FO,2021-11-02 01:45:24,62.1564,-7.1664,41.92,100,90,25.32
513,Pitimbu,BR,2021-11-02 01:45:24,-7.4706,-34.8086,79.39,74,53,12.17
514,Port Moresby,PG,2021-11-02 01:45:24,-9.4431,147.1797,89.02,66,40,6.58
515,Slave Lake,CA,2021-11-02 01:45:24,55.2834,-114.769,33.78,40,1,8.05
516,Amnat Charoen,TH,2021-11-02 01:45:25,15.9167,104.75,78.6,78,86,13.78
517,Pahrump,US,2021-11-02 01:45:25,36.2083,-115.9839,71.62,30,100,1.99
518,Manaus,BR,2021-11-02 01:44:44,-3.1019,-60.025,75.7,94,40,4.61
519,Merano,IT,2021-11-02 01:45:25,46.6682,11.1595,50.32,94,100,5.53
520,Roma,US,2021-11-02 01:45:15,43.2128,-75.4557,46.26,78,1,3.44
521,Egvekinot,RU,2021-11-02 01:45:27,66.3167,-179.1667,-3.86,89,18,7.9
522,Doha,QA,2021-11-02 01:40:56,25.2867,51.5333,78.78,78,0,6.91
523,Gat,IL,2021-11-02 01:44:08,31.61,34.7642,72.39,80,56,3.02
524,Nehe,CN,2021-11-02 01:45:27,48.4833,124.8333,38.64,31,29,13.35
525,Naco,MX,2021-11-02 01:45:28,31.3347,-109.9483,66.69,29,39,6.85
526,Safaga,EG,2021-11-02 01:45:28,26.7292,33.9365,76.95,49,0,10.58
527,Hasaki,JP,2021-11-02 01:45:28,35.7333,140.8333,70.29,74,98,8.37
528,Byron Bay,AU,2021-11-02 01:45:28,-28.65,153.6167,73.35,61,95,8.37
529,Agadir,MA,2021-11-02 01:44:51,30.4202,-9.5982,55.85,66,0,0.6
530,Boulder City,US,2021-11-02 01:45:30,35.9786,-114.8325,74.05,25,1,8.05
531,Swan River,CA,2021-11-02 01:45:30,52.1058,-101.2676,28.29,80,7,6.91
532,Pangnirtung,CA,2021-11-02 01:45:30,66.1451,-65.7125,16.05,74,67,7.4
533,Mitsamiouli,KM,2021-11-02 01:45:31,-11.3847,43.2844,78.48,80,7,10.54
534,Morgan City,US,2021-11-02 01:45:31,29.6994,-91.2068,64.0,76,63,1.79
535,Sorong,ID,2021-11-02 01:45:31,-0.8833,131.25,83.55,75,79,11.23
536,Vila,PT,2021-11-02 01:45:32,42.0304,-8.1588,46.33,90,100,5.1
537,Beterou,BJ,2021-11-02 01:45:32,9.1992,2.2586,74.55,75,77,1.66
538,Saint-Georges,GD,2021-11-02 01:45:32,12.0564,-61.7485,80.28,78,40,11.5
539,Ugoofaaru,MV,2021-11-02 01:45:33,5.6667,73.0,80.19,79,76,5.66
540,Cururupu,BR,2021-11-02 01:45:33,-1.8283,-44.8683,75.61,95,57,3.04
541,Griffith,US,2021-11-02 01:45:33,41.5284,-87.4237,43.9,67,75,1.01
542,Mogadishu,SO,2021-11-02 01:45:34,2.0371,45.3438,79.05,83,33,13.47
543,Vuktyl,RU,2021-11-02 01:45:34,63.8567,57.3094,4.35,94,10,2.01
544,Azuaga,ES,2021-11-02 01:45:34,38.2667,-5.6833,49.96,90,37,3.89
545,Zhangjiakou,CN,2021-11-02 01:45:35,40.81,114.8794,40.21,93,100,2.98
546,Yahualica,MX,2021-11-02 01:45:35,21.1333,-102.85,68.45,47,53,4.65
547,Macusani,PE,2021-11-02 01:45:35,-14.0833,-70.4333,38.19,91,96,1.68
548,Deniliquin,AU,2021-11-02 01:45:35,-35.5333,144.9667,86.0,20,1,12.91
549,Trincomalee,LK,2021-11-02 01:45:36,8.5711,81.2335,80.2,82,73,7.63
550,Svetlogorsk,BY,2021-11-02 01:45:36,52.6333,29.7333,37.98,95,47,7.25
551,Kharp,RU,2021-11-02 01:45:36,66.8014,65.8081,7.12,87,37,13.56
552,Pangody,RU,2021-11-02 01:45:37,65.85,74.4859,3.99,98,100,2.13
553,Meulaboh,ID,2021-11-02 01:46:37,4.1363,96.1285,81.68,74,86,4.38
554,Tiznit,MA,2021-11-02 01:46:37,29.5833,-9.5,61.59,52,0,1.97
555,Novoagansk,RU,2021-11-02 01:46:38,61.9449,76.6625,0.46,94,41,9.08
556,Isangel,VU,2021-11-02 01:46:38,-19.55,169.2667,76.23,56,47,16.06
557,Shimoda,JP,2021-11-02 01:46:38,34.6667,138.95,64.76,68,72,7.2
558,Fukue,JP,2021-11-02 01:46:39,32.6881,128.8419,64.76,59,40,12.66
559,Linxia,CN,2021-11-02 01:46:39,35.6003,103.2064,40.91,58,99,2.46
560,Vila Velha,BR,2021-11-02 01:46:39,-20.3297,-40.2925,73.35,94,90,12.66
561,Porto Novo,BJ,2021-11-02 01:46:40,6.4965,2.6036,73.22,85,100,6.53
562,Abu Samrah,SY,2021-11-02 01:46:40,35.3029,37.1841,63.57,63,100,8.39
563,Sulangan,PH,2021-11-02 01:46:40,11.1373,123.7228,82.04,78,72,12.95
564,Tukrah,LY,2021-11-02 01:46:40,32.5341,20.5791,70.32,73,38,7.56
565,Ngaoundere,CM,2021-11-02 01:46:41,7.3167,13.5833,62.26,91,99,3.22
566,Hoi An,VN,2021-11-02 01:46:41,15.8794,108.335,82.36,80,62,4.27
567,Kodinsk,RU,2021-11-02 01:46:41,58.6881,99.1844,16.79,82,100,4.54
568,Olafsvik,IS,2021-11-02 01:46:42,64.8945,-23.7142,33.98,67,79,24.16
569,Bilma,NE,2021-11-02 01:46:42,18.6853,12.9164,76.15,16,17,8.72
570,Kastamonu,TR,2021-11-02 01:46:43,41.5,33.6667,45.88,94,5,0.07
571,Yerbogachen,RU,2021-11-02 01:46:43,61.2767,108.0108,13.46,79,67,11.39
572,Aurangabad,IN,2021-11-02 01:41:57,19.8833,75.3333,67.75,58,99,4.34
